,snap_date,day_of_fiscal_quarter_number,fiscal_year_number,fiscal_quarter_number,channel,bcs,cld,cmt,p,target
5558,2016-03-21,21,2017,1,O,8846.169309435067,2915.940234874773,23230.260744917065,18240.281152887736,57600.7249312304
5559,2016-03-22,22,2017,1,O,7957.492799300867,3095.495865179467,23484.044475938,18818.087411263736,57600.7249312304
5560,2016-03-23,23,2017,1,O,8282.001143659174,3161.5827168061464,23439.27233816667,18269.862543742,57600.7249312304
5561,2016-03-24,24,2017,1,O,8900.27579810972,3166.58428968084,22669.04310627547,17836.209952751866,57600.7249312304
5562,2016-03-25,25,2017,1,O,8834.01443410972,3163.53610885284,22781.3222403368,17712.624088618533,57600.7249312304
5563,2016-03-26,26,2017,1,O,8980.51143410972,3163.53610885284,22781.3222403368,17717.3964363708,57600.7249312304
5564,2016-03-27,27,2017,1,O,8980.51143410972,3175.4075314759734,22482.097097387064,17701.261414520664,57600.7249312304
5565,2016-03-28,28,2017,1,O,8905.545356285334,5884.842537368773,22427.70352459053,17377.055727421466,57600.7249312304
5566,2016-03-29,29,2017,1,O,9142.890574892159,6145.125267863733,21438.604568746534,17582.736832139868,57600.7249312304
5567,2016-03-30,30,2017,1,O,9814.152009847321,7560.474722765693,20636.555911656265,17365.36495119787,57600.7249312304
5568,2016-03-31,31,2017,1,O,10389.410765260347,8954.993832515187,19390.392160684667,17146.503379499467,57600.7249312304
5569,2016-04-01,32,2017,1,O,10336.446461721494,9016.423835531627,18806.32467442547,18581.590138831467,57600.7249312304
5570,2016-04-02,33,2017,1,O,10336.446461721494,9016.423835531627,18714.14657737867,18581.590138831467,57600.7249312304
5571,2016-04-03,34,2017,1,O,10336.446461721494,9151.169467671134,18596.88599102813,18694.522098847734,57600.7249312304
5572,2016-04-04,35,2017,1,O,9940.189784012427,9238.620495373587,18466.972676198002,16690.252677351866,57600.7249312304
5573,2016-04-05,36,2017,1,O,9865.715198632814,9404.626150438333,18492.698771470266,16641.2240336068,57600.7249312304
5574,2016-04-06,37,2017,1,O,9835.846903272986,9596.874198074147,18426.20676714813,16220.717406181067,57600.7249312304
5575,2016-04-07,38,2017,1,O,9838.895704567094,10303.67180941396,17919.106369444668,16294.087524155599,57600.7249312304
5576,2016-04-08,39,2017,1,O,9467.10050305732,10483.942636239106,17879.046983402266,16354.918402135201,57600.7249312304
5577,2016-04-09,40,2017,1,O,9467.10050305732,10483.942636239106,17898.431889652402,16335.5334958852,57600.7249312304
5578,2016-04-10,41,2017,1,O,9467.10050305732,10639.352369152773,17737.747490072,16319.956249590934,57600.7249312304
5579,2016-04-11,42,2017,1,O,9476.211607893707,10771.086112963587,18108.245853691868,16137.389836130666,57600.7249312304
5580,2016-04-12,43,2017,1,O,9570.16848672704,10872.749762940706,16014.1174083324,15988.9120122668,57600.7249312304
5581,2016-04-13,44,2017,1,O,9533.506918699,11104.721036420746,15981.699565678666,15687.518248623466,57600.7249312304
5582,2016-04-14,45,2017,1,O,9434.329830128494,11553.06841450944,15643.827287655467,15322.660011815466,57600.7249312304
5583,2016-04-15,46,2017,1,O,9894.251248205228,11792.665316917,15984.864155242001,14861.411752082535,57600.7249312304
5584,2016-04-16,47,2017,1,O,9806.239164661214,11792.665316917011,15984.864155242001,14861.411752082535,57600.7249312304
5585,2016-04-17,48,2017,1,O,9872.904565702893,11877.446782678333,15973.788584362,14757.436083469334,57600.7249312304
5586,2016-04-18,49,2017,1,O,9694.82635084936,12141.085892562827,16169.180754162533,14569.277557793466,57600.7249312304
5587,2016-04-19,50,2017,1,O,9582.879413522707,12593.891023827413,17352.72321072907,14172.423911255466,57600.7249312304
5588,2016-04-20,51,2017,1,O,9554.861867610492,12691.793263161386,17179.149068057333,13972.645167368668,57600.7249312304
5589,2016-04-21,52,2017,1,O,9533.89701101732,12967.186054446707,17349.1633674484,13250.018004589334,57600.7249312304
5590,2016-04-22,53,2017,1,O,9624.08944301084,13156.99202665504,17034.7081050232,13084.635704954278,57600.7249312304
5591,2016-04-23,54,2017,1,O,9624.08944301084,13419.779054009068,17015.3939970232,13084.635704954278,57600.7249312304
5592,2016-04-24,55,2017,1,O,9618.31178128864,13419.779054009068,17029.576864682,13071.763925903933,57600.7249312304
5593,2016-04-25,56,2017,1,O,9688.391750126708,13689.345089144399,17182.640316016,12405.584599984666,57600.7249312304
5594,2016-04-26,57,2017,1,O,9422.239246331934,13861.271084590266,17165.536788670932,10721.237204485893,57600.7249312304
5595,2016-04-27,58,2017,1,O,8974.99997931044,14217.362291176132,17244.8349721376,10170.483152645826,57600.7249312304
5596,2016-04-28,59,2017,1,O,8661.035021439813,15003.042308581733,16709.280310106533,9928.560021143772,57600.7249312304
5597,2016-04-29,60,2017,1,O,8573.328190389588,15277.075216601335,16622.745650952267,9729.79828095176,57600.7249312304
5598,2016-04-30,61,2017,1,O,8573.328190389588,15277.075216601335,16622.745650952267,9729.79828095176,57600.7249312304
5599,2016-05-01,62,2017,1,O,8283.550962455452,15363.3051897128,16625.426894755066,9924.49528434664,57600.7249312304
5600,2016-05-02,63,2017,1,O,8184.820541235627,15503.937509469068,16565.208477999066,9448.149224050214,57600.7249312304
5601,2016-05-03,64,2017,1,O,8148.85737855796,15641.646383414,16928.697980183868,9170.021035667347,57600.7249312304
5602,2016-05-04,65,2017,1,O,8178.878452957801,16718.052463685333,16258.433984727199,8892.185489900374,57600.7249312304
5603,2016-05-05,66,2017,1,O,7945.572545994467,17897.578360473864,15799.280885046666,7805.446244329733,57600.7249312304
5604,2016-05-06,67,2017,1,O,8011.974406411134,18417.408088272266,15515.412462026,7726.43354405512,57600.7249312304
5605,2016-05-07,68,2017,1,O,8011.974406411134,18432.12896573893,15138.802661977068,7726.43354405512,57600.7249312304
5606,2016-05-08,69,2017,1,O,7887.305406411134,18493.455169068402,15122.003270581066,7486.464504706547,57600.7249312304
5607,2016-05-09,70,2017,1,O,8412.376977629574,21909.040372741067,14680.261047803466,5008.2759122683065,57600.7249312304
5608,2016-05-10,71,2017,1,O,8401.022599149534,22412.398011935864,13023.661916944626,4655.208876921413,57600.7249312304
5609,2016-05-11,72,2017,1,O,7830.390188258694,22727.978470123464,13431.461505423465,3887.655993334693,57600.7249312304
5610,2016-05-12,73,2017,1,O,7718.498817899414,22884.665762002398,13503.049231756533,3237.720663315187,57600.7249312304
5611,2016-05-13,74,2017,1,O,7242.442279947173,23106.442663260266,13661.6135407584,2075.0954558454537,57600.7249312304
5612,2016-05-14,75,2017,1,O,7226.372937012613,23106.442663260266,13651.333060940666,2075.0954558454537,57600.7249312304
5613,2016-05-15,76,2017,1,O,7221.4627768563605,23145.0818199696,13624.240047919868,2074.2999855071603,57600.7249312304
5614,2016-05-16,77,2017,1,O,6721.994341816494,23798.942055096664,12712.717389212814,1878.7455170576268,57600.7249312304
5615,2016-05-17,78,2017,1,O,5010.299117151254,24287.099140057868,13866.849318070934,1645.1642172181466,57600.7249312304
5616,2016-05-18,79,2017,1,O,4444.190393927187,25485.739247213067,15125.7227851644,1459.3763815259601,57600.7249312304
5617,2016-05-19,80,2017,1,O,3666.4173017537732,27230.798508925065,14358.941811569866,1156.2012186624133,57600.7249312304
5618,2016-05-20,81,2017,1,O,3693.571725838267,27916.447782122134,13541.2968832496,1074.6032784736813,57600.7249312304
5619,2016-05-21,82,2017,1,O,3746.9050591716004,27958.662419515465,13563.418260112534,1073.1920928736813,57600.7249312304
5620,2016-05-22,83,2017,1,O,3583.3175797680133,27973.580687976,13535.572752118402,1073.1920928736813,57600.7249312304
5621,2016-05-23,84,2017,1,O,3895.056018990507,29164.513826424933,12622.43067474176,900.1769548566866,57600.7249312304
5622,2016-05-24,85,2017,1,O,3667.9495082921735,29463.136883554398,12625.466697564867,913.2565078807427,57600.7249312304
5623,2016-05-25,86,2017,1,O,3564.9442744253065,32292.798566808397,10066.3269150986,765.7375910246319,57600.7249312304
5624,2016-05-26,87,2017,1,O,2283.12729699376,32699.723220312535,10759.777333418508,743.6901928554947,57600.7249312304
5625,2016-05-27,88,2017,1,O,1476.9219951496,35722.63220032387,9248.329857513707,646.5772930004947,57600.7249312304
5626,2016-05-28,89,2017,1,O,1476.9219951496,36953.175280024,9163.97396720292,646.5772930004947,57600.7249312304
5627,2016-05-29,90,2017,1,O,1465.8506501896,37030.5007168916,9059.49251783804,718.3324930004947,57600.7249312304
5630,2016-03-01,1,2017,1,W,1347.5048211959333,3.0693333333333332,363.3418346111347,928.0037639690787,2173.8582108107066
5631,2016-03-02,2,2017,1,W,1332.1158022661973,26.968,367.09230271317864,928.349097302412,2173.8582108107066
5632,2016-03-03,3,2017,1,W,1354.4366708487867,58.961333333333336,371.789636046512,934.777097302412,2173.8582108107066
5633,2016-03-04,4,2017,1,W,1341.02600418212,83.75466666666667,370.92097716149067,934.9037639690787,2173.8582108107066
5634,2016-03-05,5,2017,1,W,1341.02600418212,83.75466666666667,370.92097716149067,934.9037639690787,2173.8582108107066
5635,2016-03-06,6,2017,1,W,1341.02600418212,83.75466666666667,370.92097716149067,934.9037639690787,2173.8582108107066
5636,2016-03-07,7,2017,1,W,1332.5006708487867,123.916,368.9849771614907,977.3037639690787,2173.8582108107066
5637,2016-03-08,8,2017,1,W,1301.97800418212,146.53733333333332,365.182310494824,968.805097302412,2173.8582108107066
5638,2016-03-09,9,2017,1,W,1291.598553429492,190.50666666666666,344.787167944468,969.4024306357453,2173.8582108107066
5639,2016-03-10,10,2017,1,W,1282.9118867628254,215.148,344.531167944468,964.2077639690787,2173.8582108107066
5640,2016-03-11,11,2017,1,W,1266.554553429492,238.576,342.8658346111347,972.0717639690787,2173.8582108107066
5641,2016-03-12,12,2017,1,W,1266.554553429492,238.576,342.8658346111347,972.0717639690787,2173.8582108107066
5642,2016-03-13,13,2017,1,W,1266.554553429492,238.576,345.89632764420264,969.7024306357454,2173.8582108107066
5643,2016-03-14,14,2017,1,W,1250.6652200961587,291.34133333333335,352.6683276442027,969.7310305706413,2173.8582108107066
5644,2016-03-15,15,2017,1,W,1228.0492200961587,323.6573333333333,349.2821611908907,969.1723639039734,2173.8582108107066
5645,2016-03-16,16,2017,1,W,1166.5599235506734,371.048,388.736948606816,911.7363639039734,2173.8582108107066
5646,2016-03-17,17,2017,1,W,1138.1572568840065,410.584,413.832948606816,894.6256972373068,2173.8582108107066
5647,2016-03-18,18,2017,1,W,1122.93459021734,432.24266666666665,408.0862819401493,894.0283639039734,2173.8582108107066
5648,2016-03-19,19,2017,1,W,1122.93459021734,432.24266666666665,408.0862819401493,894.0283639039734,2173.8582108107066
5649,2016-03-20,20,2017,1,W,1122.93459021734,432.24266666666665,408.0862819401493,894.0283639039747,2173.8582108107066
5650,2016-03-21,21,2017,1,W,1125.11059021734,453.87733333333335,350.9310136388947,866.8723639039747,2173.8582108107066
5651,2016-03-22,22,2017,1,W,1154.6972568840067,483.484,338.46301363889467,823.8581098039747,2173.8582108107066
5652,2016-03-23,23,2017,1,W,1143.7412568840066,522.46,352.0923584686067,794.1047764706401,2173.8582108107066
5653,2016-03-24,24,2017,1,W,1126.4659769360908,558.2986666666667,360.502327824868,794.1047764706412,2173.8582108107066
5654,2016-03-25,25,2017,1,W,1125.1659769360908,558.2986666666667,351.7270136388947,794.1047764706412,2173.8582108107066
5655,2016-03-26,26,2017,1,W,1125.1659769360908,558.2986666666667,351.7270136388947,794.1047764706412,2173.8582108107066
5656,2016-03-27,27,2017,1,W,1125.1659769360908,558.2986666666667,351.7270136388947,793.843443137308,2173.8582108107066
5657,2016-03-28,28,2017,1,W,1120.3866202394267,616.4709469000001,340.367495097796,840.0132452206414,2173.8582108107066
5658,2016-03-29,29,2017,1,W,1114.5932869060935,637.4856135666666,334.383495097796,846.0410184724692,2173.8582108107066
5659,2016-03-30,30,2017,1,W,1095.07186014828,661.8096135666667,333.71816176446265,846.0410184724692,2173.8582108107066
5660,2016-03-31,31,2017,1,W,1081.3936582323574,684.3562802333333,335.91016176446266,854.047685139136,2173.8582108107066
5661,2016-04-01,32,2017,1,W,1074.30754337218,696.7802802333333,334.3821617644627,879.7900568636934,2173.8582108107066
5662,2016-04-02,33,2017,1,W,1074.0688767055133,696.7802802333333,334.3821617644627,879.7900568636934,2173.8582108107066
5663,2016-04-03,34,2017,1,W,1074.0688767055133,696.7802802333333,334.3821617644627,879.7900568636934,2173.8582108107066
5664,2016-04-04,35,2017,1,W,1038.33154337218,749.3362802333334,300.0128284311293,881.3740568636933,2173.8582108107066
5665,2016-04-05,36,2017,1,W,1023.1022100388467,773.7296135666667,299.05682843112936,940.7592968636933,2173.8582108107066
5666,2016-04-06,37,2017,1,W,1012.894323547116,788.2029469,292.78882843112933,881.0407235303601,2173.8582108107066
5667,2016-04-07,38,2017,1,W,1006.002123351804,830.8749469,282.781586137796,879.7364743836933,2173.8582108107066
5668,2016-04-08,39,2017,1,W,1001.2871790771267,834.7176135666667,284.9122528044627,878.39114105036,2173.8582108107066
5669,2016-04-09,40,2017,1,W,1001.2871790771267,834.7176135666667,284.9122528044627,878.39114105036,2173.8582108107066
5670,2016-04-10,41,2017,1,W,1001.2871790771267,834.7176135666667,284.84691947112935,878.39114105036,2173.8582108107066
5671,2016-04-11,42,2017,1,W,963.9645644184707,910.5576135666666,288.72553412978533,805.1642323818654,2173.8582108107066
5672,2016-04-12,43,2017,1,W,921.4485644184706,959.7189469,287.820200796452,804.1682323818654,2173.8582108107066
5673,2016-04-13,44,2017,1,W,880.6234311176894,989.5762802333334,281.9615341297853,802.9068990485321,2173.8582108107066
5674,2016-04-14,45,2017,1,W,865.5620977843561,1043.7042802333333,273.984200796452,799.4852991136361,2173.8582108107066
5675,2016-04-15,46,2017,1,W,810.4136710265441,1080.6482802333333,268.15486746311865,832.8386324469694,2173.8582108107066
5676,2016-04-16,47,2017,1,W,810.4136710265441,1080.6482802333333,268.15486746311865,832.8386324469694,2173.8582108107066
5677,2016-04-17,48,2017,1,W,810.8790043598759,1080.6482802333333,269.220200796452,830.8426324469694,2173.8582108107066
5678,2016-04-18,49,2017,1,W,795.8910043598773,1127.8367069097653,266.620200796452,828.5159657803027,2173.8582108107066
5679,2016-04-19,50,2017,1,W,785.5070043598773,1161.9927069097653,265.5548674631187,810.0259657803027,2173.8582108107066
5680,2016-04-20,51,2017,1,W,769.1510043598773,1202.0860402430988,256.7373085297853,812.579237743956,2173.8582108107066
5681,2016-04-21,52,2017,1,W,763.1710043598773,1245.123373576432,253.49758613779602,770.1999231337587,2173.8582108107066
5682,2016-04-22,53,2017,1,W,740.6367913064907,1281.9020402430986,253.93758613779602,735.7345898004253,2173.8582108107066
5683,2016-04-23,54,2017,1,W,740.6367913064907,1281.9020402430986,253.93758613779602,735.7345898004253,2173.8582108107066
5684,2016-04-24,55,2017,1,W,740.6367913064907,1281.9020402430986,249.47491947112934,735.6039231337587,2173.8582108107066
5685,2016-04-25,56,2017,1,W,734.5287913064907,1303.7820402430987,219.3962775634373,689.4865898004253,2173.8582108107066
5686,2016-04-26,57,2017,1,W,711.8460946177387,1325.7460402430986,221.86157426846668,689.021256467092,2173.8582108107066
